Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bosnia and Herzegovina,BIH,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.77516379382843,60.22376308025101,65.61371848139184,64.06832059242535,61.84531111917,60.54884345203369,61.71592716490193,60.83444777668669,60.216672430996624,57.968272080622526,57.17117886873744,57.52365283925841,56.65952298666217,57.1691032886857,57.65856695330023,53.28937997999533,48.09929173618062,47.478242291459146,
Bosnia and Herzegovina,BIH,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2349838714921,57.87781611826139,48.00031067047959,36.95696940593288,25.91959651568729,29.98561733394473,34.19162105175677,36.3877505192398,42.07400847214337,42.55303032767042,49.2611284876516,53.11423776586983,52.794419944506046,52.78321549081073,53.1266356914128,54.709807298405146,54.850416117195,54.65802358361952,52.982750351914056,52.533163192396,53.59094520416442,52.915723016212766,53.361630760299626,53.43236359843719,49.2742520380268,44.33535115068112,43.54191508138428,
Bosnia and Herzegovina,BIH,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16267014,57.10806274,59.76089478,66.16155243,56.95884323,54.57805252,54.56290436,55.33281708,55.68477249,68.03462982,68.0668335,67.67098999,68.64822388,69.71353149,70.36660767,69.2173233,70.89726257,70.12524414,69.86696625,68.72327423,69.60146332,68.30247498,65.78981018,,
Bosnia and Herzegovina,BIH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08413935,4.33064938,4.43332863,5.49271965,5.16201019,4.94053459,5.00461149,5.27355051,5.39554214,6.1381669,6.13886786,6.21122313,6.51472664,6.58716393,6.67786932,6.39630365,6.47960949,6.18360281,6.1210475,6.13385725,6.75351286,6.52639914,5.73453379,,
Bosnia and Herzegovina,BIH,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25399256,8.60074425,9.32255745,11.58645248,11.32033443,10.81009102,10.95802307,11.32833004,10.9186964,12.523983,12.60088634,13.38013935,13.88334846,14.79470253,14.43189335,14.9841013,15.62966251,15.4665451,15.14290047,15.36792564,14.88035202,16.3745594,14.78706551,,
Bosnia and Herzegovina,BIH,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52850938,59.92858653,71.03812427,111.43070231,126.60674576,131.88266765,153.46582695,201.33524137,255.75557203,278.45961435,276.44014979,309.23549575,305.44104329,331.19226529,346.95900236,298.21296523,319.35074948,330.51764373,370.19392623,375.53892962,414.0052326,476.119003,439.01327117,,
Bosnia and Herzegovina,BIH,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.946333593195,185.980126172564,210.261223385211,269.426804219839,279.166287669606,286.708905622012,333.022175243519,393.626688634033,453.585794937202,533.229539952994,557.405558794184,605.816946123476,658.616690884322,711.009567588584,744.286378761976,757.671399648558,835.823574130879,842.653789374593,909.507876708903,1007.71561655413,1105.53818019656,1210.32010263865,1201.73678117772,,
Bosnia and Herzegovina,BIH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98865128,41.58247757,38.4563446,32.5493927,42.70067978,45.20005417,44.99708176,44.27066422,43.91299057,31.01283073,30.42263985,29.72920227,29.46184921,29.32818985,29.1812973,29.09026527,28.91307259,29.48897171,29.70884132,29.73446655,29.15569878,31.03323746,31.30319786,,
Bosnia and Herzegovina,BIH,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.75095852,43.63620445,45.71328195,54.8203834,94.91403841,109.22162795,126.56061176,161.08424275,201.68874289,126.93271923,123.55561006,135.85325229,131.08653954,139.33119295,143.88520964,125.33126068,130.23649958,138.98883127,157.41392267,162.48425261,173.42467452,216.32472727,208.88523462,,
Bosnia and Herzegovina,BIH,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.652430694063,135.418959111989,135.303834189023,132.549471554383,209.284265160069,237.444495009054,274.637624980175,314.932729279647,357.697578388047,243.06675723234,249.133795942513,266.147332876477,282.659402814812,299.118734442211,308.658374368553,318.429856420324,340.862630638679,354.351628633716,386.741090080013,436.007843347227,463.104289442798,549.909086734915,571.793806637624,,
Bosnia and Herzegovina,BIH,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4932284985799009,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.13000011444092,5.53000020980835,,,7.23000001907349,7.03000020980835,8.06999969482422,6.82957077026367,7.19000005722046,6.58593416213989,10.6300001144409,12.0636463165283,12.6700000762939,11.6607990264893,
Bosnia and Herzegovina,BIH,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.38000011444092,6.8600001335144,,,8.47000026702881,8.10999965667725,8.71000003814697,7.57074594497681,8.35000038146973,7.4366397857666,10.5500001907349,11.3161611557007,11.8900003433228,10.8658266067505,
Bosnia and Herzegovina,BIH,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73000001907349,6.17000007629395,,,7.82999992370605,7.55000019073486,8.38000011444092,7.18639755249023,7.75,6.99687480926514,10.5900001525879,11.7022619247437,12.289999961853,11.276029586792,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.810001373291,44.8899993896484,57.8995628356934,59.1528739929199,,49.6764755249023,73.0599975585938,50.9571685791016,73.9899978637695,52.3153343200684,82.7399978637695,61.6673622131348,86.1900024414062,63.0877456665039,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0199966430664,69.8000030517578,46.5617027282715,47.8609046936035,,72.9475250244141,90.0400009155273,74.5272369384766,89.3199996948242,75.2489776611328,94.0199966430664,82.3170852661133,96.1999969482422,82.0562591552734,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9199981689453,56.8300018310547,70.1662979125977,71.2805709838867,,60.898494720459,81.1699981689453,62.3061218261719,81.3600006103516,63.3923149108887,88.1699981689453,71.6507415771484,91.0299987792969,72.2685699462891,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01000022888184,8.19999980926514,,,10.0799999237061,9.98999977111816,10.4700002670288,7.5166711807251,10.4799995422363,7.321448802948,13.2399997711182,19.2820777893066,15.1499996185303,20.1759243011475,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.539999961853,11.6300001144409,,,12.6400003433228,13.0799999237061,13.4200000762939,9.60889339447021,13.3599996566772,8.82326221466064,14.1700000762939,17.8988666534424,15.1300001144409,18.240665435791,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22999954223633,9.85000038146973,,,11.3000001907349,11.4700002670288,11.8800001144409,8.52407264709473,11.8599996566772,8.04687404632568,13.6899995803833,18.6133003234863,15.1400003433228,19.2392539978027,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25,65.3300018310547,66.278450012207,67.6898880004883,69.4899978637695,71.6999969482422,76.0500030517578,74.3091506958008,82.0199966430664,75.1182327270508,86.9899978637695,85.3159103393555,92.5999984741211,86.7958679199219,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7600021362305,84.1500015258789,85.0348815917969,85.8204803466797,87.4499969482422,88.7200012207031,92.1800003051758,90.1981887817383,93.6399993896484,89.6008987426758,96.1999969482422,95.8196868896484,98.3000030517578,96.2983932495117,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0999984741211,74.3499984741211,75.2876205444336,76.4316864013672,78.0500030517578,79.870002746582,83.75,81.9597015380859,87.6100006103516,82.1134033203125,91.4199981689453,90.3940582275391,95.3600006103516,91.3951187133789,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01000022888184,8.19999980926514,6.01759719848633,6.81437921524048,10.0799999237061,9.71000003814697,10.2399997711182,6.82957077026367,10.0699996948242,6.58593416213989,13.0200004577637,12.0636463165283,14.9300003051758,13.1118221282959,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.539999961853,11.6300001144409,7.42690134048462,8.22374439239502,12.6400003433228,11.3900003433228,12.0200004577637,7.57074594497681,11.6599998474121,7.4366397857666,13.2299995422363,11.3161611557007,14.1199998855591,12.4044589996338,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22999954223633,9.85000038146973,6.69452047348022,7.49391555786133,11.3000001907349,10.5200004577637,11.0900001525879,7.18639755249023,10.8400001525879,6.99687480926514,13.1199998855591,11.7022619247437,14.539999961853,12.769455909729,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9099998474121,29.4099998474121,46.5617027282715,47.8609046936035,47.5099983215332,49.6800003051758,50.9199981689453,50.4582824707031,52.5,51.8829040527344,59.4000015258789,61.2356491088867,62.75,62.8498649597168,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5800018310547,36.3600006103516,70.1662979125977,71.2805709838867,72.8300018310547,72.9000015258789,74.9199981689453,73.8412170410156,75.3899993896484,74.6930084228516,79.5199966430664,81.7421264648438,82.5500030517578,81.8528823852539,
Bosnia and Herzegovina,BIH,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1100006103516,32.7400016784668,57.8995628356934,59.1528739929199,59.5699996948242,60.8300018310547,62.3800010681152,61.7171287536621,63.5099983215332,62.900218963623,69.0899963378906,71.1498184204102,72.3199996948242,72.0473861694336,
Bosnia and Herzegovina,BIH,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.550000011920929,0.829999983310699,1.52999997138977,1.31722795963287,1.0,1.08837080001831,1.5,1.97283327579498,2.17000007629395,2.12146234512329,
Bosnia and Herzegovina,BIH,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.550000011920929,0.810000002384186,1.83000004291534,1.33240509033203,1.25,1.16384172439575,1.64999997615814,1.68668866157532,1.75,1.92149877548218,
Bosnia and Herzegovina,BIH,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.550000011920929,0.819999992847443,1.67999994754791,1.32448780536652,1.12000000476837,1.12487351894379,1.57000005245209,1.83449172973633,1.96000003814697,2.02467942237854,
Bosnia and Herzegovina,BIH,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259215503931046,0.51495635509491,,0.0500000007450581,0.140000000596046,0.126524910330772,0.170000001788139,0.216408059000969,0.129999995231628,0.109687797725201,0.170000001788139,0.207679182291031,
Bosnia and Herzegovina,BIH,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45548877120018,0.656411349773407,,0.150000005960464,0.200000002980232,0.200886607170105,0.209999993443489,0.248322367668152,0.239999994635582,0.297602325677872,0.25,0.204120308160782,
Bosnia and Herzegovina,BIH,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353490322828293,0.583159983158112,,0.100000001490116,0.170000001788139,0.162282004952431,0.189999997615814,0.231822639703751,0.180000007152557,0.200538277626038,0.209999993443489,0.205956667661667,
Bosnia and Herzegovina,BIH,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947.4096872490813,2063.99552479475,1111.0806741390484,739.4066613701895,944.593510731162,988.544404025876,1094.124089154598,1287.3837142600455,1620.5485655932132,1662.589082404326,1830.8700166427432,1858.6230971723949,1877.9838214021863,2010.9976659216663,2110.607929945204,2196.512968531864,2209.795455485136,2233.753523176221,2840.2469991468115,2784.426183452008,3067.8436047805158,3271.6891718900915,3417.33347174869,3408.60720399218,3366.7814080282674,3438.925395497736,3642.956830155344,3864.458704540112,3898.730439917331,3735.1297984506505,3513.7234648410945,3835.857237202792,3772.1519145332536,,
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38819026790596,15.328255350018136,16.551724137931036,19.92786293958521,19.038642789820923,19.154737559645536,21.321525885558582,20.547632629777524,16.767654511402448,15.530825290525902,16.770543676287275,16.741868772325624,16.745479833101527,17.131191194745252,16.051225644248902,17.671798127281384,16.69546923134721,18.822131704005432,13.26317209741618,11.96706663262701,9.355290819901892,10.137434554973822,10.623490981394689,8.297518766832846,8.180693069306932,8.919316654936337,7.643383801429617,8.194427545930163,7.0407098121085605,7.185731435431316,7.289320848642883,7.196806214933103,7.71625663878884,,
Bosnia and Herzegovina,BIH,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.76052487698196,62.72760246644904,47.770114942528735,28.85482416591524,17.648444863336472,16.405362417632357,29.26430517711172,46.48031945236737,49.33348022474386,45.10537719125468,50.69517691053792,50.432412107539015,49.893370421882246,58.83188354340494,51.987743557511,51.2855102364704,54.79750544744159,64.7233536999321,67.16589084530796,59.55450599948941,52.53445456669002,70.71989528795811,69.50007101264025,58.07690103718984,62.80321782178218,63.9452300211146,67.65914335565937,75.06387638398832,64.91127348643006,62.67078259875378,70.20860495436767,60.44993526111351,67.4439899884012,,
Bosnia and Herzegovina,BIH,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89939857845817,37.27239753355096,52.22988505747126,71.14517583408477,81.50329877474081,82.7766416723472,70.24523160762944,53.10895607529949,50.20381183210312,54.48099271223163,48.84456803145076,48.70276367738297,48.845618915159946,39.95206816971418,46.975172847265874,47.59561974289795,44.007814261026375,33.952817379497624,32.83410915469203,39.82001531784529,46.86989021256716,28.71073298429319,29.931827865360034,41.46467251160392,36.72648514851485,35.51730756926227,31.74987336072494,24.25477552013627,34.02400835073069,35.28268450237238,27.634230176603054,36.66378938282261,28.92985776204139,,
Bosnia and Herzegovina,BIH,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4148583099310697,0.3153468815697267,0.3206806282722513,0.3692657292998154,0.2177525643229614,0.1918316831683168,0.2111459466376607,0.1238250689480497,0.1399196982601289,0.1304801670146138,0.11433144686446,0.0059262771127177,0.0269745360379801,0.0610463341676332,,
Bosnia and Herzegovina,BIH,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bosnia and Herzegovina,BIH,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.340076544559869,0.0,0.0,0.0,0.8482563619227144,0.81799591002045,0.4904632152588556,0.4107244723331431,0.4627079431530241,0.4136300965136892,0.4602550580113146,0.8648242150780222,1.2610106629578115,1.2160482868808804,1.03708359522313,1.1188700206316458,1.194680291532046,1.323828920570265,0.0,0.2106203727342354,0.2803083391730904,0.2486910994764397,0.1988353926999005,0.2406738868832731,0.2784653465346534,0.3263164629854757,0.3320763212697698,0.3771748387881737,0.2453027139874738,0.2629623277882582,0.254829915846865,0.183426845058265,0.2930224040046395,,
Bosnia and Herzegovina,BIH,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.10060142154182,62.72760246644904,47.770114942528735,28.85482416591524,18.49670122525919,17.223358327652807,29.75476839237057,46.89104392470051,49.79618816789688,45.51900728776837,51.15543196854924,51.29723632261703,51.15438108484005,60.04793183028582,53.02482715273413,52.40438025710205,55.99218573897363,66.04718262050238,67.16589084530796,60.17998468215471,53.13010978743284,71.2892670157068,70.06817213463997,58.535327488396085,63.273514851485146,64.48269243073773,68.11504474587719,75.58097092103662,65.28705636743214,63.0480763734065,70.46936114732725,60.66033664220976,67.79805872657347,,
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010651517841292,0.0018070395977372,0.0027773369306459,0.0026297993838755,0.0029701289884589,0.0023611954395196,0.0022338524380903,0.0020439149731371,0.0075261780104712,0.0085925294702457,0.0134662770041831,0.0563737623762376,0.065775161558641,0.1410480103562784,0.1691203309405037,0.6889352818371607,1.6692391242211169,1.896408676069693,2.675873974967631,,,
Bosnia and Herzegovina,BIH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,230000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,1150000.0,1210000.0,2350000.0,9110000.0,10280000.0,25060000.0,27800000.0,132000000.0,292000000.0,320000000.0,496000000.0,,,
Bosnia and Herzegovina,BIH,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14700025737236,1.16727756806536,1.19861935302997,1.23604769290676,1.2787150430341,1.30552073283286,1.32457110512064,1.35496371868636,1.40087984602695,1.46591441511791,1.58706902109255,1.83418410870576,2.12106716315703,2.45112760738422,2.82724257959399,3.24975972587857,3.18878176321595,3.63240728795939,2.84845159180989,3.46015469850736,3.41518243126405,3.36641429271747,3.28554503139559,3.40396222653205,2.52398308525342,3.26573586633097,3.68975839757125,3.5405635499076,4.08933946219831,3.62931873659922,3.21350541943322,2.86134109233798,2.24772627987563,
Bosnia and Herzegovina,BIH,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27098502074971,2.28684616463329,2.30559392173653,2.32129719041707,2.33395191386096,2.35487282856083,2.3785404971082,2.42098824523673,2.48159801813859,2.57868668294083,2.722692664953,3.23776933022615,3.84175927375176,4.55021544580709,5.36978597178768,6.31354953011863,5.87894175281104,5.90267735996891,5.21948547792679,5.84422291516036,4.92557703724367,6.13114135040551,6.09140994800962,5.34922555124275,5.00216441997342,5.02172770695936,6.1699839394287,5.86106077840717,6.99180275251123,6.4872676647813,6.09712710130748,5.77918617622191,5.11091301189948,
Bosnia and Herzegovina,BIH,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83371353174794,1.8495965358346,1.86851566347787,1.88958934574829,1.91334955751437,1.93717613396337,1.95927662146549,1.99721497938739,2.0523674741845,2.13659701862969,2.27177352232329,2.68074293430254,3.15934963317101,3.7173231690298,4.36093282037845,5.09724521653733,4.8106366945195,4.9905833017665,4.24836345412973,4.88310424603634,4.31510392916776,5.02017173995265,4.94684192530038,4.57925176199226,4.01154622181255,4.33327709857355,5.16935205176195,4.91510761161965,5.82360911345965,5.33519591281213,4.93709971866155,4.59529686561858,3.92410062451965,
Bosnia and Herzegovina,BIH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0616738259905,24.8023987066356,24.4709455199421,24.0390448210662,23.4376341429655,22.7028477297402,21.8787752485027,20.9786549859256,20.3429896363517,19.4652302728528,18.8101792705223,19.1042139302127,19.4435502088576,19.8282294549936,20.1885786725374,20.5392779766625,19.8154753165384,20.5795442333299,21.222946095781,19.6938708352529,19.6100408182051,20.5581023155476,18.863540178457,17.0791508717366,17.8756738867022,17.9573142278728,18.871060456236,15.724941551307,17.9624372042607,12.7334778713247,17.4799414514183,16.8726444849597,17.5725014707593,
Bosnia and Herzegovina,BIH,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.420085881094,31.014278680453,30.4556988255562,29.7478088542086,29.0965915584587,28.3181636484261,27.5225361753034,26.5082942839631,25.7963784909069,24.9701311885054,23.9404399799174,23.512973425608,23.1828710825462,22.908902545456,22.6115632431721,22.2412352179182,21.6330991094044,22.5111740110336,25.7677989985106,22.800567875365,21.0969494270423,22.7827223704995,19.3790625291051,17.6492178862083,16.994804235073,17.9649805447471,20.109225668032,16.2237587989784,20.5098779267643,15.448092449753,22.5917360304384,22.0779896518854,22.7779216389366,
Bosnia and Herzegovina,BIH,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0128918804981,20.8216472677979,20.5660992595695,20.2680254747781,19.6871749903134,18.9883599231378,18.150707635355,17.3312657400754,16.7490069336674,15.8365514907329,15.4315936815725,16.203427710206,16.9863567590129,17.8017898574743,18.5947158740297,19.418783150296,18.618218610953,19.2823426740475,18.070469286886,17.5954798348487,18.6013775937171,19.0636357116407,18.5083656159159,16.7056797856629,18.4622745395861,17.9523702684671,18.0335838017667,15.3815155447078,16.2462914223355,10.9001508200572,14.0394166406051,13.3184598878807,13.8872523157316,
Bosnia and Herzegovina,BIH,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6554974187569,33.6180729155538,33.629993149685,33.6126411069622,34.0791901225223,34.8859183318071,35.5077167776136,36.2714357787135,36.1047224658056,36.6448725704624,36.2588613284992,35.0459372482791,33.85263714666,32.7605249246435,31.8093251018931,30.7593985461326,32.5798656542198,32.4700407231232,31.476963072008,30.8597625845279,28.8834188080811,30.3599569949711,29.8177349085052,30.0031477759752,29.4791527057127,31.2761581369304,29.5056473494582,32.1344226826638,31.7118379088237,33.0579360248405,30.566081095102,30.9696340702371,30.6295669330694,
